song_name,artist,song_lyrics,song_composition,song_lang
 Águas de Março  ,  Nara Leão ,"  É pau, é pedra, é o fim do caminho,  É um resto de toco, é um pouco sozinho É um caco de vidro, é a vida, é o sol,  É a noite, é a morte, é um laço, é o anzol É peroba do campo, o nó da madeira,  Caingá, candeia, é o MatitaPereira É madeira de vento, tombo da ribanceira,  É o mistério profundo, é o queira ou não queira É o vento ventando, é o fim da ladeira,  É a viga, é o vão, festa da cumeeira É a chuva chovendo, é conversa ribeira,  Das águas de março, é o fim da canseira É o pé, é o chão, é a marcha estradeira,  Passarinho na mão, pedra de atiradeira É uma ave no céu, é uma ave no chão,  É um regato, é uma fonte, é um pedaço de pão É o fundo do poço, é o fim do caminho,  No rosto o desgosto, é um pouco sozinho É um estrepe, é um prego, é uma ponta, é um ponto,  é um pingo pingando, É uma conta, é um conto É um peixe, é um gesto, é uma prata brilhando,  É a luz da manhã,é o tijolo chegando É a lenha, é o dia, é o fim da picada,  É a garrafa de cana, o estilhaço na estrada É o projeto da casa, é o corpo na cama,  É o carro enguiçado, é a lama, é a lama É um passo, é uma ponte, é um sapo, é uma rã,  É um resto de mato,na luz da manhã São as águas de março fechando o verão,  É a promessa de vida no teu coração É pau, é pedra, é o fim do caminho,  É um resto de toco, é um pouco sozinho É uma cobra, é um pau,  é João, é José,  É um espinho na mão,  é um corte no pé São as águas de março fechando o verão,  É a promessa de vida no teu coração É pau, é pedra, é o fim do caminho,  É um resto de toco, é um pouco sozinho É um passo, é uma ponte, é um sapo, é uma rã,  É um belo horizonte, é uma febre terçã São as águas de março fechando o verão,  É a promessa de vida no teu coração É pau, é pedra, é o fim do caminho,  É um resto de toco, é um pouco sozinho É pau, é pedra, é o fim do caminho,  É um resto de toco, é um pouco sozinho É pau, é pedra  ", Antonio Carlos Jobim. ,pt
 Além do Arco-íris  ,  Nara Leão ,  Além do arco-íris Há um lugar Onde um dia eu ouvi Uma canção de ninar Pra lá do arco-íris O céu é azul E os sonhos que nós ousamos Vem nos acalentar Um dia eu quis subir numa estrela E acordar bem longe numa nuvem Eu vi que estava mesmo no espaço E que não era fantasia Te juro Então o que pensei foi Nada sei Dos mistérios da vida Nem por onde eu andei Te juro Então o que pensei foi Nada sei Dos mistérios da vida Nem por onde eu andei Dos mistérios da vida Nem por onde eu andei (Essa é pra um bruxo meu amigo!)  , E.Y. Yip Harburg. ,pt
 Amazonas  ,  Nara Leão ,"  Vou embora, Tá na hora de voltar pro Amazonas Mocidade na saudade choro tanto Que o meu pranto feito o rio se fez mar. Vou embora Com a viola companheira do meu canto Vou sozinho o meu caminho caminhando Vou cantando pra tristeza se afastar. Vou armar a minha rede Com a morena me embalar, sonhar Sonho livre Como a ave voa livre pelo espaço Vou descendo o rio abaixo de canoa, Vida boa de ter tempo pra sonhar. Vou fazer uma palhoça, Com a morena vou morar e amar. Vou ser livre Como livre vai correndo Amazonas Na canoa deslizando as suas ondas Vou seguir o seu caminho para o mar.  ", João Donato. ,pt
 Amei tanto  ,  Nara Leão ,"  Amei tanto Que agora nem sei mais chorar (bis) Vivi procurando Vivi te encontrando Vivi te perdendo, amor Ah, coração infeliz até quando? Para ser feliz Tu vais morrer de dor (bis) Amei tanto Que agora nem sei mais chorar (bis) Nunca fui covarde Mas agora é tarde É tarde demais, enfim A solidão é o fim de quem ama A chama se esvai, a noite cai em mim(bis)  ", Vinícius de Moraes. ,pt
 Bloco do Prazer  ,  Nara Leão ,  Vem meu amor feito louca Que a vida tá curta E eu quero muito mais Mais que essa dor que arrebenta A paixão violenta Oitenta carnavais Pra libertar meu coração Eu quero muito mais Que o som da marcha lenta Eu quero um novo balancê E o bloco do prazer Que a multidão comenta Não quero oito e nem oitenta Eu quero o bloco do prazer E quem não vai querer? Mamã mamãe eu quero sim Quero ser mandarim Cheirando gasolina Na fina flor do meu jardim Assim como carmim Da boca das meninas Que a vida arrasa e contamina O gás que embala o balancê Vem meu amor feito louca Que a vida tá curta E eu quero muito mais Mais que essa dor que arrebenta A paixão violenta Oitenta carnavais  , Fausto Nilo / Moraes Moreira. ,pt
 Bonita  ,  Nara Leão ,"  What can I say to you Bonita What magic words would capture you Like a soft evasive mist you are... Bonita You fly away when love is new What do you ask of me... Bonita What part do you want me to play Shall I be the clown for you, Bonita I will be anything you say Bonita don't run away Bonita... Bonita... Don't be afraid to fall in love with me I love you, I tell you I love you Bonita...  If you love me life will be beautiful  Bonita, Bonita... Life will be beautiful  Bonita, Bonita  ", Tom Jobim. ,en
 Camisa Amarela  ,  Nara Leão ,"  Encontrei o meu pedaço na avenida de camisa amarela Cantando ""A Florisbela"", oi, ""A Florisbela"" Convidei-o a voltar pra casa em minha companhia Exibiu-me um sorriso de ironia Desapareceu no turbilhão da galeria Não estava nada bom, o meu pedaço na verdade Estava bem mamado, bem chumbado, atravessado Foi por aí cambaleando, se acabando num cordão Com um reco-reco na mão Mais tarde o encontrei num café zurrapa do Largo da Lapa Folião de raça, bebendo o quinto copo de cachaça Isso não é chalaça! Voltou às sete horas da manhã, mas só da quarta-feira Cantando ""A jardineira"", oi, ""A jardineira"" Me pediu ainda zonzo um copo d'água com bicarbonato Meu pedaço estava ruim de fato, pois caiu na cama e não tirou nem o sapato Roncou uma semana Despertou mal-humorado Quis brigar comigo Que perigo, mas não ligo! O meu pedaço me domina Me fascina, ele é o tal Por isso não levo mal Pegou a camisa, a camisa Amarela botou fogo nela Gosto dele assim Passou a brincadeira e ele é pra mim  ", Ary Barroso. ,pt
 Canção da Terra  ,  Nara Leão ,  Olorum dê Olorum dê Olorum I si bê o bá I si bê o bá Ave meu pai o teu filho morreu ( bis) Sem ter nação para viver Sem ter um chão para plantar Sem ter amor para colher Sem ter voz livre pra cantar E meu pai morreu ( bis ) Salve meu pai o teu filho nasceu ( bis ) E preciso ter força para amar Pois o amor é uma luta que se ganha E preciso ter terra para morar E o trabalho que é teu ser teu Só teu de mais ninguém ( bis ) Salve meu pai teu filho cresceu ( bis ) E muito mais é preciso não deixar Que amanhã por amor possas esquecer Que quem manda na terra tudo quer E nem o que e teu bem vai querer dar Por bem não vai não vai ( bis ) Salve meu pai o teu filho viveu ( bis ) Olorum dê  ,Not known,pt
 Casinha pequenina  ,  Nara Leão ,"  Tu não te lembras da casinha pequenina Onde o nosso amor nasceu? Tu não te lembras da casinha pequenina Onde o nosso amor nasceu? Tinha um coqueiro do lado Que coitado de saudade Já morreu! Tinha um coqueiro do lado Que coitado de saudade Já morreu! Tu não te lembras das juras e perjuras Que fizestes com fervor? Tu não te lembras das juras e perjuras Que fizestes com fervor? Daquele beijo demorado, prolongado Que selou O nosso amor? Daquele beijo demorado, prolongado Que selou O nosso amor?  ",Not known,pt
 Coisas Que Lembram Você  ,  Nara Leão ,  Um lenço branco de batom marcado Um telefone que só toca ao lado Tudo isso eu guardo porque Coisas assim me lembram você Uma canção que traz você mais perto A voz macia do João Gilberto Tudo isso eu guardo porque Coisas assim me lembram você Como eu irei agradecer Os bons momentos que você me deu para eu viver? A meia-luz do meu apartamento Um livro aberto no melhor momento Tudo isso eu guardo porque Coisas assim me lembram você Como eu irei agradecer Os bons momentos que você me deu para eu viver? A meia-luz do meu apartamento Um livro aberto no melhor momento Tudo isso eu guardo porque Coisas assim me lembram você  , Haroldo Barbosa. ,pt
 Da cor do pecado  ,  Nara Leão ,"  Esse corpo moreno Cheiroso e gostoso Que você tem É um corpo delgado Da cor do pecado Que faz tão bem Esse beijo molhado Escandalizado que você me deu, Tem sabor diferente Que a boca da gente Jamais esqueceu. Que a boca da gente Jamais esqueceu. E quando você me responde Umas coisas com graça A vergonha se esconde Porque se revela A maldade da raça Esse corpo de fato Tem cheiro de mato Saudade, tristeza Essa simples beleza Esse corpo moreno Morena enlouquece Eu não sei bem porque Só sinto na vida o que vem... De você Esse corpo moreno Cheiroso e gostoso Que você tem É um corpo delgado Da cor do pecado Que faz tão bem Esse beijo molhado Escandalizado que você me deu Tem sabor diferente Que a boca da gente Jamais esqueceu Tem sabor diferente Que a boca da gente Jamais esqueceu Tem sabor diferente Que a boca da gente Jamais esqueceu  ", Bororo. ,pt
 De Onde Vens  ,  Nara Leão ,"  Ah, quanta dor vejo em teus olhos  Tanto pranto em teu sorriso  Tão vazias as tuas mãos  De onde vens assim cansada  De que dor, de qual distância  De que terras,de que mar  Só quem partiu pode voltar  E eu voltei prá te contar  Dos caminhos onde andei  Fiz do riso amargo pranto  No olhar sempre teus olhos  No peito aberto uma canção  Se eu pudesse de repente te mostrar meu coração  Saberias num momento quanta dor há dentro dele  Dor de amor quando não passa  ", Dorival Caymmi / Nelson Motta. ,pt
 Deus Vos Salve Esta Casa Santa  ,  Nara Leão ,"  Um bom menino perdeu-se um dia  Entre a cozinha e o corredor  O pai deu ordem a toda família  Que o procurasse e ninguém achou  A mãe deu ordem a toda polícia  Que o perseguisse e ninguém achou  Ó deus vos salve esta casa santa  Onde a gente janta com nossos pais  Ó deus vos salve essa mesa farta  Feijão verdura ternura e paz  No apartamento vizinho ao meu  Que fica em frente ao elevador  Mora uma gente que não se entende  Que não entende o que se passou  Maria amélia, filha da casa,  Passou da idade e não se casou  Ó deus vos salve esta casa santa  Onde a gente janta com nossos pais  Ó deus vos salve essa mesa farta  Feijão verdura ternura e paz  Um trem de ferro sobre o colchão  A porta aberta pra escuridão  A luz mortiça ilumina a mesa  E a brasa acesa queima o porão  Os pais conversam na sala e a moça  Olha em silêncio pro seu irmão  Ó deus vos salve esta casa santa  Onde a gente janta com nossos pais  Ó deus vos salve essa mesa farta  Feijão verdura ternura e paz  ", Caetano Veloso / Torquato Neto. ,pt
 Esse Mundo É Meu  ,  Nara Leão ,  Esse mundo é meu Esse mundo é meu Fui escravo no reino E sou Escravo no mundo em que estou Mas acorrentado ninguém pode Amar Saravá ogum Mandinga da gente continua Cadê o despacho pra acabar Santo guerreiro da floresta Se você não vem eu mesmo vou Brigar Esse mundo é meu Esse mundo é meu  , Ruy Guerra / Sérgio Ricardo. ,pt
 Eu Gosto Mais do Rio  ,  Nara Leão ,"  Eu gosto mais do Rio, quando estou com você De ouvir canções do Tom quando estou com você Gosto de ir a um bar bem à beira-mar Tomar um chope gelado, ver gente passear, mas só com você É bom viver no Rio, mas só se for com você Gosto de ler jornal quando estou em casa Ter só você ao lado me faz feliz De mãos dadas no cinema ou vendo tv Sei que é antiquado Mas gosto disso só com você É bom viver no rio, mas se for com você O Rio é sempre lindo, a praia, o mar azul Tudo isso que o Tom já cantou nas canções Ah! Como é bom Eu gosto disso, mas com você  ", Burton Lane / Pacífico Mascarenhas / Ralph Freed. ,pt
 Feio Não É Bonito  ,  Nara Leão ,"  Salve as belezas desse meu Brasil Com seu passado e tradição E salve o morro cheio de glória Com as escolas que falam no samba Da sua história Feio, não é bonito O morro existe Mas pede pra se acabar Canta, mas canta triste Porque tristeza E só o que se tem pra contar Chora, mas chora rindo Porque é valente E nunca se deixa quebrar Ah, ama, o morro ama Um amor aflito, um amor bonito Que pede outra história  ",Not known,pt
 Festa  ,  Nara Leão ,"  Tanta gente cansada calada sem voz Sem rumo, sem riso, sem vez Sem passado a lembrar Nem canção pra cantar Mas é festa E a ordem do rei é cantar E eu canto calado, sem voz Pensamento no tempo, a voar A rua em festa e em mim Todo mundo rodando a dançar Eu na dança, na roda em você Você nem viu Mas mesmo assim fui feliz Fui criança na dança em você Foi certeza que o amor é pra dar Não pra pedir Tanta gente cansada calada sem voz Sem nada a perder ou ganhar Caminhando na festa, sem cor, sem querer 2x Mas é festa E a ordem do rei é cantar E eu canto calado sem voz Pensamento no tempo, a voar  ",Not known,pt
 Folhetim  ,  Nara Leão ,"  Se acaso me quiseres Sou dessas mulheres Que só dizem sim Por uma coisa à toa Uma noitada boa Um cinema, um botequim E, se tiveres renda Aceito uma prenda Qualquer coisa assim Como uma pedra falsa Um sonho de valsa Ou um corte de cetim E eu te farei as vontades Direi meias verdades Sempre à meia luz E te farei, vaidoso, supor Que é o maior e que me possuis Mas na manhã seguinte Não conta até vinte Te afasta de mim Pois já não vales nada És página virada Descartada do meu folhetim  ", Chico Buarque. ,pt
 Formosa  ,  Nara Leão ,"  A saudade de um amor ô, ô, ô, ô No meu peito quis entrar á, á, á, á O amor já foi-se embora E a saudade quis ficar Foi Deus quem te fez formosa Formosa, ô, formosa Porém este mundo te tornou Presunçosa, presunçosa Ó mulher o teu amor ô, ô, ô, ô Não é coisa de durar á, á, á, á Hoje é meu mas amanhã Eu não sei de quem será  ", J. Rui / Nássara. ,pt
 Insensatez  ,  Nara Leão ,"  Ah, insensatez que você fez Coração mais sem cuidado Fez chorar de dor o seu amor Um amor tão delicado Ah, por que você foi fraco assim Assim, tão desalmado? Ah, meu coração Quem nunca amou Não merece ser amado Vai, meu coração, ouve a razão Usa só sinceridade Quem semeia vento, diz a razão Colhe sempre tempestade Vai, meu coração, pede perdão Perdão apaixonado Vai, porque quem não pede perdão Não é nunca perdoado...  ", Tom Jobim / Vinícius de Moraes. ,pt
 Laranja da China  ,  Nara Leão ,"  Areia branca, areia fina Vela no mar, luz cristalina Areia branca, areia fina Verde no mar, pôr do sol na salina Areia branca, areia fina Vela no mar, luz cristalina Risca no céu meu amor, me alucina! Areia branca, areia fina Vela no mar, luz cristalina E o meu amor adormeceu Lambendo o mel, longe da usina Areia branca, areia fina Vela no mar, luz cristalina Laranja da terra, Coca-Cola da China Laranja da terra, Coca-Cola da China Laranja da terra, Coca-Cola da China Laranja da terra, Coca-Cola da China Laranja da terra, Coca-Cola da China!  ", Fausto Nilo. ,pt
